src,dst
516,5343
942,5103
943,5290
944,5123
945,5373
946,5195
947,5232
948,5274
755,5160
125,5436
949,5107
950,5416
693,5018
951,5321
952,5020
953,5437
954,5355
955,5152
956,5001
957,5301
538,5106
958,5012
940,5380
959,5392
960,5280
618,5117
961,5151
962,5041
828,5438
963,5259
964,5035
965,5326
966,5175
967,5058
968,5222
969,5357
605,5209
204,5416
970,5321
971,5097
972,5075
973,5062
639,5425
974,5432
975,5224
976,5315
977,5200
978,5329
979,5439
980,5094
981,5066
982,5109
479,5136
983,5226
984,5248
903,5328
985,5015
986,5293
596,5418
987,5283
988,5355
164,5088
989,5300
652,5291
990,5156
991,5017
992,5173
993,5400
994,5440
995,5110
996,5231
997,5125
462,5104
998,5078
999,5147
1000,5437
1001,5070
1002,5200
1003,5398
1004,5034
1005,5010
1006,5038
1007,5281
1008,5310
1009,5194
1010,5441
1011,5283
1012,5299
1013,5325
890,5273
669,5070
1014,5038
1015,5279
1016,5017
1017,5442
1018,5260
583,5136
1019,5297
1020,5095
1021,5401
1022,5443
1023,5442
1024,5349
1025,5057
1026,5292
1027,5249
1028,5110
1029,5410
717,5024
1030,5206
142,5268
1031,5054
889,5329
1032,5199
1033,5299
1034,5260
1035,5063
1036,5401
1037,5373
1038,5216
1039,5090
1040,5318
1041,5012
1042,5444
1043,5213
1044,5192
1045,5070
1046,5133
1047,5382
228,5445
1048,5261
1049,5123
1050,5076
226,5446
130,5053
6,5146
808,5097
1051,5411
1052,5166
1053,5447
1031,5023
1054,5365
1055,5106
1056,5029
1057,5448
975,5030
1058,5026
1059,5170
463,5445
379,5095
1060,5047
1061,5449
1062,5174
1063,5347
1064,5448
1065,5117
1066,5371
1067,5295
741,5410
1068,5221
1069,5080
1070,5089
1071,5275
1072,5107
10,5416
1073,5290
1074,5340
1075,5169
139,5289
1076,5341
14,5060
1077,5084
1078,5343
1079,5450
1080,5244
1081,5451
546,5452
1082,5074
1056,5102
948,5077
1083,5448
1084,5240
1085,5055
771,5312
1086,5294
1087,5367
1088,5449
1089,5060
74,5226
1090,5422
1091,5443
259,5448
1092,5240
1093,5307
1094,5442
1095,5082
1096,5453
1097,5258
730,5133
1098,5078
1099,5347
1100,5454
1101,5455
1102,5110
1103,5456
1104,5095
1105,5297
1106,5088
1107,5360
1108,5415
1109,5171
512,5009
1110,5444
1111,5037
1112,5229
1113,5457
1114,5285
694,5415
1115,5373
1116,5303
1117,5285
1118,5249
1119,5104
1120,5327
994,5064
1121,5032
1071,5377
1122,5001
771,5101
1123,5104
634,5458
117,5182
1124,5144
1125,5265
478,5383
1126,5122
90,5441
1127,5024
1128,5254
1129,5103
1130,5459
1131,5003
437,5283
1132,5262
417,5330
204,5017
1133,5385
1134,5293
1135,5091
1136,5360
1137,5376
980,5266
1138,5148
1139,5152
7,5445
1140,5407
1141,5392
759,5290
1111,5409
1142,5180
1143,5412
1144,5080
385,5341
464,5136
1145,5400
1146,5209
1147,5301
1148,5460
1149,5281
1150,5017
916,5036
1151,5156
918,5199
1152,5334
277,5189
1153,5461
1154,5216
1155,5399
1156,5272
521,5111
1157,5201
1158,5061
1159,5405
1160,5458
1161,5345
1162,5268
1163,5197
1164,5102
932,5182
1165,5443
427,5352
1166,5297
1167,5048
677,5417
1168,5417
1169,5224
1170,5254
882,5355
1171,5462
1172,5153
1173,5463
972,5464
1174,5312
1175,5158
1163,5052
1176,5007
1177,5382
1178,5050
1179,5017
1180,5377
314,5465
216,5338
1181,5131
1182,5413
809,5154
1183,5302
1184,5298
1185,5460
1186,5033
1187,5453
1188,5457
1189,5015
1190,5293
1191,5466
1192,5225
1193,5027
1194,5154
191,5248
1195,5433
1196,5051
1197,5209
592,5196
1198,5110
1199,5067
1200,5361
1201,5013
1202,5286
148,5149
1203,5465
1204,5283
1205,5215
1206,5297
1207,5302
1208,5439
1209,5210
254,5061
1210,5006
1211,5146
1212,5306
44,5084
1213,5182
1214,5217
1215,5413
1216,5042
1217,5199
988,5326
1218,5432
1219,5435
1220,5046
1221,5435
1222,5417
1223,5421
148,5071
1224,5309
8,5346
1225,5071
939,5430
1226,5149
1227,5035
1228,5083
608,5152
519,5404
1229,5314
1230,5449
1231,5226
1232,5467
1233,5162
1234,5365
690,5267
1235,5428
1236,5289
1237,5440
1238,5161
1239,5304
1240,5048
1241,5417
1242,5281
292,5468
1243,5455
222,5049
1244,5281
1245,5373
1111,5382
1246,5159
1247,5261
1248,5253
1249,5010
1250,5218
1251,5383
36,5269
1252,5007
477,5218
1253,5074
1254,5469
844,5442
1255,5297
1256,5231
1257,5388
1258,5172
1259,5357
773,5383
1260,5337
1261,5210
1262,5003
864,5298
43,5423
1263,5135
1253,5245
1264,5470
1265,5202
1266,5178
1267,5135
1268,5167
1269,5163
1270,5351
694,5066
29,5115
1271,5471
1272,5401
1273,5465
309,5051
1274,5284
1275,5269
749,5419
468,5068
1276,5322
1277,5069
1278,5338
1279,5402
1280,5065
1157,5361
1281,5009
1282,5356
1283,5023
1284,5303
1214,5389
165,5254
1285,5459
1286,5119
1223,5376
1287,5091
1288,5004
1289,5359
1290,5339
1291,5036
1292,5006
1293,5118
472,5297
1294,5120
1295,5458
1089,5257
1296,5472
1297,5171
1298,5013
1299,5464
24,5079
867,5159
1300,5239
1301,5284
715,5368
1302,5020
697,5378
1303,5196
1145,5082
611,5289
1304,5110
1305,5309
1306,5114
58,5022
1307,5192
1308,5317
1309,5473
1310,5083
1311,5081
72,5147
360,5404
1312,5092
1313,5371
1314,5389
1315,5309
1316,5114
1317,5287
1318,5334
86,5069
1319,5128
724,5047
1320,5323
617,5179
1321,5222
1322,5049
1323,5199
1324,5471
1325,5326
69,5121
1326,5264
627,5149
1327,5474
1328,5256
1329,5320
1330,5056
1331,5345
1332,5170
1333,5363
463,5399
974,5141
1334,5298
1335,5068
319,5302
1336,5005
475,5110
1337,5203
1338,5173
949,5222
992,5430
1339,5250
614,5320
1340,5393
1341,5270
1342,5106
1343,5465
1344,5016
1345,5256
1346,5391
870,5475
1347,5212
874,5114
1343,5476
1348,5125
1349,5470
1223,5210
1350,5242
1255,5346
1351,5252
1352,5345
717,5475
1353,5387
1354,5353
1355,5150
92,5015
1356,5477
1357,5330
1358,5284
545,5045
1359,5057
622,5478
1262,5294
1357,5432
1360,5450
1361,5188
1362,5185
639,5261
1363,5175
1364,5479
857,5248
1365,5059
1366,5062
1367,5270
1368,5100
1369,5166
1370,5439
1371,5282
354,5228
1372,5040
129,5434
589,5104
1373,5259
1335,5410
207,5382
1374,5452
1375,5429
587,5480
448,5113
1376,5243
1377,5417
1378,5084
1379,5039
1380,5236
949,5226
1381,5299
1382,5385
1383,5373
1384,5020
570,5090
1385,5168
163,5481
1386,5438
1387,5390
1388,5172
840,5456
965,5196
1389,5471
1390,5482
741,5181
1391,5245
1293,5287
1392,5304
640,5197
1393,5010
1394,5080
959,5347
418,5290
1395,5057
1396,5021
1115,5451
1397,5035
730,5072
1398,5275
938,5316
1399,5035
1400,5109
625,5455
111,5263
1401,5280
1402,5196
1403,5111
1404,5263
1405,5399
955,5089
1406,5457
1407,5031
1408,5190
1409,5303
1410,5069
1411,5339
851,5425
1412,5264
216,5334
1081,5483
1413,5237
1414,5281
884,5109
1415,5303
1416,5217
1297,5084
1417,5349
99,5322
351,5231
78,5076
1418,5378
894,5441
1419,5053
1374,5397
1011,5304
1384,5256
1420,5292
1033,5407
1421,5193
1422,5186
305,5165
1423,5240
1424,5006
1425,5082
1247,5319
1426,5312
1427,5484
1428,5485
1429,5468
775,5288
1430,5051
1431,5107
1432,5206
281,5140
1433,5275
1434,5040
1435,5320
1436,5138
1437,5450
448,5025
1438,5045
303,5233
1439,5351
290,5462
1440,5225
1441,5274
1442,5032
1443,5033
1444,5029
1445,5129
1446,5114
1447,5031
1448,5053
678,5062
1449,5292
1135,5026
337,5434
292,5239
201,5197
43,5449
1450,5391
1451,5056
1452,5307
836,5095
1453,5240
1318,5295
1454,5035
1242,5216
185,5200
50,5295
1455,5088
1456,5485
1329,5150
1105,5344
1457,5018
1458,5086
1459,5077
605,5121
1460,5260
588,5424
294,5319
1461,5016
1462,5014
921,5280
1463,5191
1464,5176
972,5338
1465,5148
1060,5431
1466,5015
1467,5346
1468,5293
327,5369
1469,5421
1470,5486
1471,5311
1472,5381
1473,5173
1474,5480
1475,5457
1476,5221
1477,5101
218,5244
1478,5416
1479,5022
1480,5302
1481,5439
1482,5410
201,5292
1483,5133
1484,5273
1485,5345
1486,5212
664,5132
1487,5414
1184,5429
1488,5197
1489,5174
1490,5066
403,5081
1020,5368
1491,5161
1492,5148
994,5069
1493,5032
1490,5440
1494,5474
1495,5306
264,5006
1496,5153
1497,5103
1498,5328
1499,5443
135,5138
1500,5195
1501,5052
1502,5157
1503,5105
1504,5085
1505,5063
1506,5207
1507,5471
760,5320
1508,5129
1509,5057
1510,5441
1511,5088
598,5018
1512,5229
1513,5370
1514,5410
85,5455
1325,5427
1515,5169
1516,5454
1517,5121
1518,5136
1389,5144
636,5337
1419,5418
1258,5357
1519,5081
1520,5029
1521,5137
1522,5297
1523,5402
559,5320
814,5227
1524,5260
1525,5440
62,5041
571,5248
1526,5118
1527,5437
1528,5101
1529,5283
1508,5335
1530,5118
1041,5267
593,5221
616,5229
948,5455
1531,5066
1369,5140
1532,5251
1533,5271
1028,5117
1534,5247
877,5218
1535,5475
1536,5311
1537,5055
1538,5310
1539,5320
1540,5099
1541,5464
494,5485
1542,5435
361,5282
1543,5216
1544,5169
1545,5398
567,5226
1546,5269
381,5385
1547,5158
630,5030
122,5451
1310,5367
112,5383
1548,5037
1549,5441
1550,5282
4,5263
1551,5370
1552,5390
82,5356
102,5329
100,5487
1553,5105
1554,5340
754,5330
1555,5135
1556,5020
1319,5242
1557,5488
1332,5046
1558,5134
1559,5437
1560,5403
1561,5313
1562,5020
1563,5381
1564,5236
166,5069
1565,5310
1058,5489
497,5055
286,5316
1566,5039
1567,5312
1568,5206
105,5162
1569,5477
1570,5363
10,5077
1571,5422
551,5099
1572,5275
1573,5291
1574,5446
1575,5014
1576,5249
1482,5381
1577,5305
369,5293
1578,5026
449,5392
1579,5119
915,5373
1580,5036
1581,5212
1582,5339
148,5172
1583,5481
1584,5038
266,5339
1585,5050
798,5418
1586,5076
1221,5094
317,5017
1546,5431
1587,5327
1588,5309
1589,5255
1590,5238
1591,5093
1231,5464
1160,5229
1592,5439
1593,5429
1594,5239
1595,5113
252,5003
1596,5093
1597,5401
1598,5027
1008,5198
1599,5486
1600,5352
1601,5259
1233,5148
1602,5221
1342,5134
1162,5069
428,5334
1163,5387
1603,5340
1604,5447
1605,5276
211,5429
1606,5321
419,5228
1607,5156
1608,5482
699,5490
1272,5464
1609,5205
1610,5415
1611,5166
1612,5037
1085,5073
1613,5029
885,5254
1614,5232
734,5118
1615,5072
1616,5411
1069,5205
1617,5361
223,5146
1618,5254
1619,5443
1620,5332
1621,5083
608,5128
1622,5285
1623,5097
637,5139
230,5174
113,5420
1624,5363
1625,5283
1626,5068
1627,5416
1628,5425
149,5079
1629,5069
1630,5132
435,5290
1631,5482
1632,5027
1171,5338
1158,5218
1633,5218
1634,5047
1635,5437
1334,5130
393,5467
1636,5475
1637,5369
72,5031
1452,5109
640,5114
841,5069
1638,5383
1639,5282
1640,5089
1285,5461
1641,5267
1642,5439
1643,5327
1644,5296
1645,5163
1646,5348
1647,5253
1648,5486
1649,5082
1650,5417
348,5222
1651,5009
1652,5175
1491,5231
1653,5487
1654,5097
1151,5133
859,5312
1655,5386
1656,5491
1494,5287
1657,5210
334,5058
1658,5017
1659,5106
1660,5408
1661,5233
1662,5322
417,5408
839,5239
1483,5417
339,5033
1663,5046
1664,5385
1598,5487
35,5275
1665,5049
1116,5005
1312,5313
1666,5220
1667,5384
1668,5178
1669,5232
1371,5225
1670,5314
1671,5224
1282,5300
1352,5041
280,5158
1672,5455
1673,5067
227,5109
1275,5024
1674,5235
955,5189
1089,5248
1675,5085
1676,5442
1326,5136
773,5145
1677,5280
1486,5044
1678,5389
1679,5364
577,5176
1009,5067
1680,5418
1681,5120
257,5059
1682,5003
1082,5062
1683,5372
1684,5320
1685,5185
1686,5128
1582,5196
1687,5354
1688,5127
1689,5069
395,5184
1690,5195
1691,5414
1692,5188
1693,5258
1222,5445
1694,5196
1695,5415
1696,5231
1437,5368
1494,5164
1697,5085
1325,5148
69,5066
1009,5272
1698,5361
1365,5426
1699,5109
1700,5230
1701,5337
1702,5211
1703,5316
1704,5124
1705,5008
1706,5344
1707,5432
1708,5486
1709,5436
845,5403
191,5069
1710,5071
1605,5077
175,5195
1711,5286
1712,5456
1170,5280
1713,5325
1714,5404
1715,5155
457,5314
1716,5315
1717,5320
1394,5435
1718,5319
1719,5289
1720,5456
874,5339
907,5276
1721,5172
1722,5006
494,5003
747,5214
1723,5161
1724,5111
1725,5149
792,5321
1586,5474
1726,5019
1684,5258
1727,5475
1728,5473
1729,5008
1730,5000
1375,5302
784,5266
711,5239
1731,5281
619,5211
946,5200
943,5345
1732,5133
908,5389
1733,5316
1734,5390
1735,5359
1736,5080
1737,5477
1738,5404
1739,5388
1740,5416
1741,5230
1742,5224
139,5057
1743,5214
1241,5177
1744,5174
1206,5183
1745,5143
1746,5264
694,5358
1747,5096
642,5096
1659,5154
1748,5291
258,5008
1075,5134
1749,5453
1750,5009
1008,5488
407,5321
1751,5185
1107,5330
1164,5063
1752,5415
586,5464
1753,5169
1754,5313
538,5181
1755,5137
461,5357
1756,5230
988,5059
1757,5165
649,5443
1758,5001
238,5099
1759,5016
1667,5258
1728,5097
1760,5217
20,5415
1761,5215
967,5181
1762,5126
1763,5261
1764,5191
0,5008
1765,5062
964,5080
1766,5386
1767,5086
1768,5448
1769,5442
1770,5288
1771,5418
1772,5146
259,5136
1773,5417
1774,5317
1775,5313
1776,5357
1611,5492
1777,5206
1778,5033
1779,5280
1780,5435
1781,5369
99,5399
1782,5204
1783,5141
1784,5200
1785,5277
1391,5480
1668,5065
1786,5493
239,5222
1702,5243
1787,5147
1788,5357
1789,5010
1790,5074
1445,5458
1791,5340
1538,5423
1792,5395
72,5370
544,5307
104,5318
977,5281
1793,5051
1794,5164
1795,5413
1796,5418
765,5352
944,5342
1797,5321
1295,5381
1798,5031
1799,5379
1800,5469
1801,5090
1802,5359
1803,5006
1804,5178
1805,5339
1559,5034
1806,5486
1807,5155
1808,5212
1809,5365
1810,5184
1811,5336
1812,5301
1813,5448
1814,5277
1815,5371
1364,5450
1258,5084
1608,5129
1816,5188
1817,5431
1818,5208
1819,5321
1820,5140
1821,5099
1822,5303
1823,5220
1824,5083
1825,5285
1826,5186
1827,5459
1828,5421
283,5284
1664,5114
1829,5195
12,5071
839,5190
439,5075
1830,5243
1186,5380
1355,5251
1831,5345
1832,5099
684,5006
1833,5090
1834,5174
1835,5475
1786,5201
1836,5025
1837,5016
1593,5332
93,5341
1838,5181
792,5093
1839,5395
1840,5209
1841,5333
1067,5373
1201,5245
1842,5149
281,5408
1843,5230
1844,5041
1845,5109
1846,5076
451,5293
1847,5145
1848,5460
1121,5349
269,5109
1849,5159
1850,5193
1851,5130
371,5468
1050,5456
1852,5390
1853,5302
1854,5147
1815,5346
1139,5039
1855,5356
1856,5364
1632,5272
1857,5019
1858,5031
1859,5456
475,5101
1035,5154
173,5402
1860,5094
1861,5427
1862,5028
1863,5015
1864,5197
586,5204
1865,5372
1866,5242
1867,5321
1868,5303
1533,5323
1869,5058
1870,5460
1871,5178
810,5185
1872,5490
1761,5262
1873,5436
711,5438
1874,5379
1875,5176
1321,5494
1386,5475
1876,5441
222,5194
1877,5213
1878,5246
1871,5489
1879,5066
1880,5083
1881,5145
900,5117
1882,5466
1883,5083
1884,5150
1885,5231
895,5203
1475,5308
1349,5330
1886,5198
1887,5002
90,5353
1888,5436
1889,5327
115,5275
1149,5000
1890,5154
1891,5261
1597,5397
244,5159
1892,5320
1893,5374
1894,5071
1895,5187
1896,5060
1897,5134
1790,5120
666,5085
1898,5463
1899,5039
1053,5098
1900,5177
964,5057
1901,5467
1902,5448
1903,5082
1904,5144
1905,5026
1906,5097
1907,5201
1908,5157
1909,5330
732,5210
1910,5371
784,5453
827,5136
977,5033
1911,5286
1912,5308
1913,5346
1914,5199
1915,5301
1845,5360
1716,5228
1916,5191
1917,5023
1918,5380
1919,5331
1920,5067
1921,5263
1922,5412
1923,5485
1924,5073
1588,5369
1925,5027
1926,5337
1927,5418
932,5110
79,5122
1928,5458
1929,5312
1930,5003
1931,5098
1932,5265
1933,5220
1934,5189
1935,5287
520,5105
1936,5267
1495,5138
1937,5040
1938,5476
1291,5048
1939,5301
656,5247
1940,5252
1195,5123
1825,5311
1941,5441
1942,5337
1943,5361
1622,5419
1944,5190
1945,5136
1946,5495
1947,5471
1948,5276
70,5469
1949,5201
1950,5269
717,5393
1951,5275
1952,5257
1953,5434
1954,5342
1955,5190
493,5000
1956,5183
1957,5079
1958,5110
1516,5485
1959,5152
1960,5044
1961,5068
1962,5341
1230,5190
1963,5073
1964,5454
1965,5321
1966,5108
1967,5388
1968,5455
404,5172
1383,5174
1969,5409
969,5491
467,5059
1238,5203
1970,5309
1971,5401
1972,5228
1973,5441
829,5142
1974,5168
1975,5133
1976,5207
1977,5386
1250,5326
1544,5410
1978,5206
877,5287
1723,5135
1979,5304
1892,5169
1980,5053
1981,5167
1982,5262
1983,5044
1984,5408
1985,5293
1986,5464
498,5417
1987,5363
1988,5030
1989,5488
